,Location,Title,Price,Style,Bedrooms,Bathrooms,Size(sqft),Air Conditioned  ,Den,Bachelor/Studio
488,London, Spacious 2 Bedroom Units close to everything!, 1425, Apartment, 2, 1, N/A, No,No,No
489,London, Spacious 1 Bedroom Units close to everything!, 1275, Apartment, 1, 1, N/A, No,No,No
490,London, Wortley Village detached 2 bedroom house for rent, 2300, House, 2 , 1, 800, No,Yes,No
491,London, 1 Bedroom Apartment for Rent - 100 Ridout Street South, 1575, Apartment, 1, 1, 605, No,No,No
492,London, Condo apartment for rent in London ON, 2100, Condo, 1, 1, 799, No,No,No
493,London, One-bedroom in Wortley Village, 1500, Apartment, 1, 1, Limited, No,No,No
494,London, Gorgeous 3 Bed + 2 Bed Bungalow in North London by Masonville, 1800, House, 5+, 3, 2800, No,No,No
495,London, Wonderful 5 Bed 3.5 Bath Rent House Easy Access to Western Uni, 3500, House, 5+, 3.5, 2500, No,No,No
496,London, 3 Bed Upper Unit of St. Thomas Duplex for Rent Amazing Location, 1450, Duplex/Triplex, 3, 1, 800, No,No,No
497,London, Lower 1 bedroom apt for rent  $1450, 1450, Basement, 1, 1, 900, Yes,No,No
498,London, Renovated Modern 2 BDRM for rent Oct 1st, 2200, Apartment, 2, 1, 600, No,No,No
499,London, Executive 5 Bdrm 4 Bath *  Home * Sunningdale * Finished Bsmt *, 5995, House, 5+, 4, Limited, No,No,No
500,London, 1 bedroom, 760, Apartment, 1, 1, 1, No,No,No
501,London, The Poppy - 3A Apartment for Rent - 695 Proudfoot Lane, 2350, Apartment, 3, 2.5, 1540, No,No,No
502,London, 2 bedroom apartment for Rent, 1500, Apartment, 2, 1, Limited, No,No,No
503,London, 3 bedroom semi-detached in NW London Available, 2395, House, 3, 1.5, Limited, No,No,No
504,London, Town house for rent, 2350, Townhouse, 3, 2.5, 1100, No,No,No
506,London, $1000 Bonus | 2 Bedroom Apartment for Rent in Downtown London, 2449, Apartment, 2, 2, 1237, Yes,No,No
507,London, One Bedroom Apartment For Rent - Close to Everything, 1575, Apartment, 1, 1, 524, No,No,No
508,London, 1 Bedroom Available in Huron Heights - Close to Everything!, 1549, Apartment, 1, 1, 611, No,No,No
509,London, Move-in Ready Bachelor Apartment for Rent | London ON, 1499, Apartment, 0, 1, 382, No,No,Yes
510,London, Renovated 2 Bedroom - Great Value for Downtown/Woodfield Area!, 1799, Apartment, 2, 1, 749, No,No,No
511,London, Renovated Two Bedroom Suite for Rent in London - Great Value!, 1799, Apartment, 2, 1.5, 913, No,No,No
512,London, $1000 Move-in Bonus | 2 Bed Apartment for Rent Downtown London, 2449, Apartment, 2, 2, 1237, Yes,No,No
513,London, Modern 2 Bedroom Apartment in Huron Heights, 1725, Apartment, 2, 1, 732, No,No,No
514,London, Spacious & Bright Two Bedroom Apartment for Rent North London, 1849, Apartment, 2, 1, 951, No,No,No
515,London, Spacious Modern 2 Bedroom in Huron Heights, 1725, Apartment, 2, 1, 732, No,No,No
516,London, 3 Bedroom + Den. 2500 Sqft Penthouse North London. 2 Parking, 3400, Condo, 3 , 2, 2470, No,Yes,No
517,London, Old south one bedroom apartment, 1450, Apartment, 1, 1, Limited, Yes,No,No
518,London, 3-Bedroom fully furnished house for rent, 2495, House, 3 , 1, 1600, Yes,Yes,No
519,London, REDUCED PRICE: BEAUTIFULLY RENOVATED MODERN 1 BDRM APARTMENT, 1295, Apartment, 1, 1, 950, No,No,No
520,London, Spacious & Bright Two Bedroom Apartment for Rent North London, 1849, Apartment, 2, 1, 951, No,No,No
521,London, Quiet Family Home in Old South/Wortley Village, 2575, House, 3, 1, 1500, No,No,No
522,London, Spacious basement suite close to Costco!, 1295, Basement, 1, 1, 700, Yes,No,No
523,London, 3 Bed Room + Den Town home for rent - London Byron, 2750, Townhouse, 3 , 2.5, Limited, No,Yes,No
524,London, 1-Bedroom Apartment Downtown Area, 1900, Apartment, 1, 1, Limited, No,No,No
525,London, Townhome for Rent (3 bed 3 bath plus den), 2750, Townhouse, 3 , 2.5, Limited, No,Yes,No
526,London, 3 Bedroom townhouse in Byron for rent, 2400, Townhouse, 3, 1, 900, No,No,No
528,London, LARGE 2 BEDROOM APT! STEPS TO UWO!!, 1895, Apartment, 2, 1, 1500, No,No,No
530,London, WESTMOUNT   2 bed apartment, 1795, Apartment, 2, 1, 750, No,No,No
531,London, 4 Bedroom 2 bathrooms Townhouse Available Now, 2800, Condo, 4, 2, 1100, Yes,No,No
532,London, House available on lease, 3000, House, 3, 2.5, 1700, No,No,No
533,London, 2 bed room + den 1 wash room, 1850, Basement, 2 , 1, 1100, No,Yes,No
534,London, 1560-1570-1580 Adelaide Street North - 2 Bedroom Apartment for R, 2011, Apartment, 2, 1, 954, No,No,No
535,London, 1560-1570-1580 Adelaide Street North - 1 Bedroom Apartment for R, 1634, Apartment, 1, 1, 685, No,No,No
536,London, 500 Proudfoot Lane - Empress Gate Apartments - 2 Bedroom Apartme, 2111, Apartment, 2, 1, 1117, No,No,No
537,London, 500 Proudfoot Lane - Empress Gate Apartments - 1 Bedroom Apartme, 1815, Apartment, 1, 1, 805, No,No,No
538,London, 530 Proudfoot Lane - Beaverbrae Apartments - 2 Bedroom Apartment, 2131, Apartment, 2, 1, 896, No,No,No
540,London, Granite House - 2 Bedroom Apartment for Rent, 1950, Apartment, 2, 1.5, 600, No,No,No
541,London, Beautiful 3BD Semi-GarageDrivewayBackyard Deck Close to UWO, 2350, Townhouse, 3, 1.5, Limited, No,No,No
542,London, 61 Mackay Avenue, 2299, Apartment, 3, 1, 844, No,No,No
543,London, 2 Bedroom 1 Bath at 61 Mackay Avenue, 1599, Apartment, 2, 1, 550, No,No,No
544,London, Auburn Park: Apartment for rent in Westmount London, 2199, Apartment, 2, 1.5, 940, No,No,No
545,London, Available - Beautiful 3 Bedroom Semi in NW London, 2395, House, 3, 1.5, Limited, No,No,No
546,London, Custom house for rent 3 Bed 3.5 Bath, 2895, House, 3, 2.5, 1700, No,No,No
547,London, Large One Bedroom Apartment Available Now - Must See!, 1429, Apartment, 1, 1, 600, No,No,No
549,London, Fantastic Rental Opportunity of Western Students- 4 bed 3 bath, 2800, Townhouse, 4, 3, Limited, No,No,No
550,London, 2 Bedroom Apartment for rent in Tillsonburg!, 1310, Apartment, 2, 1, N/A, No,No,No
551,London, South Carriage Place - Wimbledon Apartment for Rent, 2250, Apartment, 2, 2, 1315, No,No,No
552,London, 3 Bedroom and 2 baths near Fanshawe College, 2495, Duplex/Triplex, 3, 2, Limited, No,No,No
553,London, Brand new beautiful walkout basement, 1550, Basement, 1, 1, 1000, No,No,No
554,London, 520-560 Mornington Avenue  - 1 Bedroom Apartment for Rent, 1499, Apartment, 1, 1, 732, No,No,No
557,London, Room for rent Masonville Area. En-suite bathroom and furnished, 999, Condo, 1, 1, 1000, Yes,No,No
558,London, two bedroom house for rent, 1900, House, 2, 1, Limited, No,No,No
559,London, House for Rent, 3200, House, 4, 2.5, 2400, No,No,No
560,London, Renovated 1 Bedroom Units close to everything!, 1400, Apartment, 1, 1, N/A, No,No,No
561,London, Student Living- 1 Bedroom Apartments in Downtown London, 1849, Apartment, 1, 1, N/A, No,No,No
562,London, 3 Bedroom acco Hamilton Rd Veterans Memo Pkway September 01., 2350, House, 3, 1, 1100, No,No,No
563,London, Kingswell Towers - 1 Bedroom 1 Bathroom & eat-in kitchen Apart, 1875, Apartment, 1, 1, 858, No,No,No
564,London, One Bedroom Apartment  Woodfield Area, 1925, Apartment, 1, 1, 875, No,No,No
565,London, 3 BED 2 BATH ï¿½ TOWNHOUSE FOR RENT ï¿½ 1096 JALNA BLVD LONDON, 2295, Townhouse, 3, 1.5, 1000, No,No,No
566,London, Colborne Place - 1 Bedroom Apartment for Rent, 1919, Apartment, 1, 1, 888, No,No,No
567,London, 2 BED 1 BATH - UPPER LEVEL APARTMENT FOR RENT - 880 HELMUTH AVE, 2145, Apartment, 2, 1, 400, No,No,No
568,London, House for rent in London Byron, 2800, House, 3, 3, Limited, No,No,No
569,London, House for rent, 2500, House, 3, 1, 1500, No,No,No
570,London, Basement Apartment Walking Distance to Western University!, 1200, Basement, 1, 1, 600, Yes,No,No
571,London, 3 bedroom 2 bathroom at 179 Fairhaven Circle, 2595, House, 3, 2, Limited, No,No,No
572,London, 2 Bedroom plus Den 1 Bath ï¿½ Fully Furnished Home, 2595, Duplex/Triplex, 2 , 1, N/A, Yes,Yes,No
573,London, 2 bedroom 1 bath home - Unit B, 2095, Duplex/Triplex, 2, 1, Limited, No,No,No
574,London, 2 bedroom 2 bath home in a Quiet Neighbourhood, 2450, Duplex/Triplex, 2, 2, Limited, No,No,No
575,London, 2 bedroom and 2 baths in North East London, 2125, Duplex/Triplex, 2, 2, Limited, No,No,No
576,London, Waterloo @ Queens Victorian Building, 1395, Apartment, 1, 1, 500, No,No,No
577,London, 1 BDRM DOWNTOWN ACROSS FROM VICTORIA PARK!!!, 1400, Apartment, 1, 1, N/A, No,No,No
578,London, Stunning 5 Bdrm Home Finished Bsmt * Private Yard *, 3195, House, 5+, 3.5, 2300, No,No,No
579,London, Canterbury Towers 2, 1670, Apartment, 1, 1, 689, No,No,No
580,London, 1 BDRM STEPS FROM VIC HOSPITAL!!!, 1425, Apartment, 1, 1, N/A, No,No,No
581,London, 2 BDRM IN SOUTH LONDON - CLOSE TO EVERYTHING!, 1550, Apartment, 2, 1, N/A, No,No,No
582,London, 2 bdrm in Westmount Lots of Storage- CALL 519-641-0471, 1600, Apartment, 2, 1.5, N/A, No,No,No
583,London, TOTALLY RENOVATED 2 BDRM APT - ALL UTILITIES INCLUDED, 1590, Apartment, 2, 1, 925, No,No,No
584,London, Spacious 3 BDRM Available - CALL 519-200-8170 TODAY!!!, 1999, House, 3, 1.5, 1287, No,No,No
585,London, Spacious & Detached 3 Bedroom Home In London!, 2595, House, 3, 2.5, N/A, No,No,No
586,London, 2 BDRM DOWNTOWN ACROSS FROM VICTORIA PARK, 1550, Apartment, 2, 1, N/A, No,No,No
587,London, Canterbury Towers - 2 Bed, 1900, Apartment, 2, 1, 1000, No,No,No
588,London, 2 Bedroom Old South  from $1600, 1600, Apartment, 2, 1, N/A, No,No,No
589,London, 2 bdrm Townhouse -October 1st -Air Conditioning -Adelaide St N, 1600, Townhouse, 2, 1, 1000, No,No,No
590,London, London North Oakridge Townhouse, 2400, Townhouse, 3, 2, 1080, No,No,No
591,London, FOR RENT - Beautiful 2022 2-Bedroom Apartment Near Masonville, 1000, Apartment, 2 , 2, 1560, Yes,Yes,No
592,London, Room for rent (females), 600, House, 5+, 2, 1400, Yes,No,No
593,London, 1 bedroom walkout basement with 5 appliances, 1550, Basement, 1, 1, 550, No,No,No
594,London, HOUSE FOR RENT, 2800, Duplex/Triplex, 4, 1, Limited, Yes,No,No
595,London, Basement for rent, 1300, Basement, 2, 1, 1500, No,No,No
596,London, BEAUTIFUL 3 BEDROOM TOWNHOUSE AVAILABLE IN LONDON, 1895, Apartment, 3, 1, N/A, No,No,No
597,London, Stunning OLD NORTH * Executive HOME * 4 Bdrm 3 Bath * Private Se, 4500, House, 4, 2.5, 3566, No,No,No
598,London, 1 BEDROOM DOWNTOWN APARTMENT FOR RENT, 1845, Apartment, 0, 1, 400, No,No,Yes
599,London, 2 BEDROOM APARTMENT FOR RENT, 2195, Apartment, 2, 1, 800, No,No,No
600,London, 2696 Foxbend Link - 3 bedroom 1.5 bathroom House for Rent, 2495, House, 3, 1.5, N/A, Yes,No,No
601,London, 2 Bed Lower Unit For Rent, 1800, Basement, 2, 1, Limited, No,No,No
602,London, Newly Renovated 2 Bedroom Basement, 1750, Basement, 2, 1, 1000, No ,No,No
603,London, LUXURIOUS 3 BEDROOM WITH FINISHED BASEMENT WITH FULL WASHROOM, 3400, House, 3 , 4, 1900, No,Yes,No
604,London, Renovated 2 Bedroom Units close to everything!, 1675, Apartment, 2, 1, N/A, No,No,No
605,London, Modern 2 Bedroom Apartment in Huron Heights, 1725, Apartment, 2, 1, 732, No,No,No
606,London, Quiet Family Home in Old South/Wortley Village, 2575, House, 3, 1, 1500, No,No,No
607,London, Room(s) for Rent in 4 Bed 3.5 Bath House, 825, House, 4, 3.5, 2000, No,No,No
608,London, Cozy 2 Bedroom Basement Apartment, 1700, Basement, 2, 1, 700, No,No,No
609,London, 2 Bed/1 Bath Lower Unit - All Inclusive, 2100, Basement, 2, 1, 850, No,No,No
611,London, REDUCED PRICE: BEAUTIFULLY RENOVATED MODERN 1 BDRM APARTMENT, 1295, Apartment, 1, 1, 950, No,No,No
612,London, 3 Beds 2.5 Baths - House FOR RENT, 2750, House, 3, 2.5, Limited, No,No,No
613,London, 3 bed apartment, 2500, Apartment, 3, 1, Limited, No,No,No
614,London, 2345 and 8 bedroom houses and apartments, 900, House, 3, 2, 1200, No,No,No
615,London, RentRevo - 1 Bedroom Apartment for Rent, 1250, Apartment, 1, 1, N/A, Yes,No,No
616,London, 700 King Street (East Tower) - 2 Bedroom Apartment for Rent, 1475, Apartment, 2, 1, N/A, Yes,No,No
617,London, 700 King Street (East Tower) - 1 Bedroom + Den Apartment for Ren, 1275, Apartment, 1, 1, N/A, Yes,No,No
618,London, 700 King Street (West Tower) - 2 Bedroom Apartment for Rent, 1525, Apartment, 2, 1, N/A, Yes,No,No
619,London, 700 King Street (East Tower) - 3 Bedroom Apartment for Rent, 1875, Apartment, 3, 2, N/A, Yes,No,No
620,London, 2 bedroom 2 bath - 12 Cartwright, 2299, Apartment, 2, 2, 962, No,No,No
621,London, Gorgeous 3BD Semi-GarageDrivewayBackyard Deck Close to UWO, 2350, Townhouse, 3, 1.5, Limited, No,No,No
622,London, #2- 580 WATERLOO ST, 1429, Apartment, 1, 1, Limited, No,No,No
623,London, 1529 GLENGARRY AVE, 2595, House, 3 , 2, Limited, No,Yes,No
624,London, Basement available, 1100, Basement, 1, 1, 900, Yes,No,No
625,London, 2 Bedroom basement apartment for rent in London, 1600, Basement, 2, 1, 1009, Yes,No,No
628,London, RENOVATED 2 BEDROOM APT- AVAILABLE IMMEDIATELY $1700 plus hydro, 1700, Apartment, 2, 1, 800, No,No,No
629,London, September 1 - Lower One-Bedroom Apartment - Old South, 1175, Apartment, 1, 1, 500, No,No,No
630,London, House for rent, 3000, House, 3 , 2.5, Limited, No,Yes,No
631,London, 2 bedroom aprtment for rent, 1675, Apartment, 2, 1, Limited, Yes,No,No
632,London, 2 bedroom aprtment for rent, 1675, Apartment, 2, 1, Limited, Yes,No,No
633,London, RentRevo - 2 Bedroom Apartment for Rent, 1500, Apartment, 2, 1, N/A, Yes,No,No
635,London, House for Rent near Fanshawe College, 2400, House, 3 , 1, 1500, Yes,Yes,No
636,London, 3 bedroom Basement for Rent, 1900, Basement, 3, 1, 1500, No,No,No
637,London, LUXURIOUS 3 BEDROOM WITH FINISHED BASEMENT WITH FULL WASHROOM, 3400, House, 3 , 4, 1900, No,Yes,No
638,London, 2 Bed 1 Bath in St. Thomas, 1900, Apartment, 2, 1, Limited, No,No,No
639,London, House for rent, 3000, House, 4, 2, 1300, No,No,No
640,London, 520-560 Mornington Avenue  - 2 Bedroom Apartment for Rent, 1723, Apartment, 2, 1, 977, No,No,No
641,London, 700 King Street (West Tower) - 1 Bedroom + Den Apartment for Ren, 1450, Apartment, 1, 1, N/A, Yes,No,No
642,London, Talbot Towers, 1615, Apartment, 1, 1, 655, No,No,No
643,London, 700 King Street (West Tower) - 3 Bedroom Apartment for Rent, 2125, Apartment, 3, 2, N/A, Yes,No,No
644,London, 3 Beds 1 bath house, 2500, House, 3, 1, 1300, No,No,No
645,London, 2 Bed / 1 Bath renovated apartment great location!, 1950, Duplex/Triplex, 2, 1, Limited, No,No,No
646,London, Come home, 1450, Apartment, 1, 1, Limited, No,No,No
647,London, 2 furnished bedrooms available in a 3 bedroom house., 1100, Townhouse, 2, 1.5, 2000, Yes,No,No
649,London, Renovated 1 Bedroom Units close to everything!, 1400, Apartment, 1, 1, N/A, No,No,No
650,London, One Bedroom Apartment  Woodfield Area, 1925, Apartment, 1, 1, 875, No,No,No
651,London, $2600/MN RENOVATED 4 BED 2 BATH WHOLE HOUSE AVL SEPT 1, 2600, Basement, 4, 2, Limited, No,No,No
652,London, Basement with Separate Enterance, 1495, Basement, 1, 1, 1000, Yes,No,No
653,London, Old south one bedroom apartment, 1450, Apartment, 1, 1, Limited, Yes,No,No
654,London, 2 furnished bedrooms available in a 3 bedroom house., 1100, Townhouse, 2, 1.5, 2000, Yes,No,No
655,London, Beautiful 3-bedroom 1.5 bath townhome, 2300, Townhouse, 3, 1.5, 1500, No,No,No
656,London, 2 Bedroom Main Floor Apt., 1500, Duplex/Triplex, 2, 1, 1000, No,No,No
657,London, Detached house for rent (3 bedrooms 3.5 bathrooms), 3300, House, 3 , 3.5, 2300, No,Yes,No
658,London, Lower (ground) level apartment for rent., 1400, Duplex/Triplex, 1 , 1, Limited, No,Yes,No
660,London, Main floor for family rental near UWO London, 3300, House, 4, 3, 1500, Yes,No,No
661,London, Two bedrooms for rent - $800- $900, 900, Condo, 2, 1.5, 1200, Yes,No,No
662,London, Brand new built townhome for rent in London ON, 2850, Townhouse, 3, 3, 1750, No,No,No
663,London, 5 BED 3 BATH ï¿½ HOUSE FOR RENT ï¿½ 1099 FELIX AVE WINDSOR, 2395, House, 5+, 3, 1800, No,No,No
664,London, BACHELOR APARTMENT FOR RENT IN ST THOMAS!, 875, Apartment, 0, 1, N/A, No,No,Yes
665,London, 3 Bedroom Apartment in Strathroy, 1850, Duplex/Triplex, 3, 1, 1000, No,No,No
666,London, 1 bedroom large apartment North of London Masonville Area, 1500, Apartment, 1, 1, 950, Yes,No,No
667,London, Brand-New London North Condo for Rent, 3200, Condo, 2 , 2, 1695, No,Yes,No
668,London, House for rent London on, 2950, House, 3 , 2.5, 1400, No,Yes,No
669,London, Duplex upper unit for rent, 2500, Duplex/Triplex, 2, 1, Limited, Yes,No,No
670,London, BEAUTIFUL SEMI-DETACHED, 2600, Townhouse, 3 , 1.5, 1800, No,Yes,No
671,London, Two Bdrm Walking Distance to the University & Downtown, 1645, Apartment, 2, 1, Limited, No,No,No
672,London, Beautiful Spacious 1 Bdrm Apts for rent All-In with Laundry, 1595, Apartment, 1, 1, Limited, No,No,No
673,London, 3 Beds 1 Bath Detached House in North West London, 2400, House, 3, 1, 1000, No,No,No
674,London, Sunningdale N Richmond Masterbedroom for RENT.........., 1200, House, 4, 5, 3700, Yes,No,No
675,London, Large 2 bedroom Professional Quiet Woodfield Area, 2200, Apartment, 2 , 1, 900, No,Yes,No
676,London, House for rent 4bed/4bath, 3200, House, 4, 3.5, 2600, No,No,No
677,London, Great Apartment Central/East Location and Yard!, 1850, Apartment, 1, 1, Limited, Yes,No,No
678,London, Townhouse available for rent -end unit, 2450, Townhouse, 3, 2.5, 1500, No,No,No
679,London, Cozy home main floor will it be yours?, 1450, Duplex/Triplex, 1, 1, Limited, No,No,No
681,London, OLD SOUTH 2 Bedroom HOUSE, 1850, House, 2, 1, Limited, No,No,No
682,London, Studio Apartment for Rent, 750, Apartment, 0, 1, 225, No,No,Yes
683,London, Gorgeous Executive Home in Komoka, 4900, House, 4, 2.5, 3600, No,No,No
684,London, Downtown 1bdr Condo at Central Ave  - Utilities included, 1450, Condo, 1, 1, 400, No,No,No
685,London, Lovely 3 bedroom townhouse near UWO/Costco at 50 Chapman Crt, 2400, Townhouse, 3, 3, Limited, No,No,No
686,London, 2 Bedroom Unit - St. Thomas, 1950, Duplex/Triplex, 2, 1, 1000, No,No,No
687,London, 2 level one bedroom furnished all incl., 1795, Apartment, 1, 1, Limited, Yes,No,No
688,London, 1 Bedroom Apartment for rent in Tillsonburg!, 1235, Apartment, 1, 1, N/A, No,No,No
689,London, New Detached House, 3000, House, 4, 2.5, Limited, No,No,No
690,London, Beautifully renovated 3 bed 2 bath in Wortley Village/Old South, 3200, House, 3, 2, 1500, No,No,No
691,London, Bachelor apartment for rent, 1500, Apartment, 0, 1, 999, Yes,No,Yes
696,Ottawa, 3 Beds 1 Bath Apartment for Rent - Limoges Ontario, 2000, Apartment, 3, 1, 1970, No,No,No
697,Ottawa, Baseline by Brigil - 1 Bedroom + Den  Apartment for Rent, 2225, Apartment, 1 , 1, N/A, Yes,Yes,No
698,Ottawa, 929 Richmond by Brigil - 1 Bedroom + Den Apartment for Rent, 1615, Apartment, 1 , 1, N/A, Yes,Yes,No
699,Ottawa, RENT THE BEST -  New Luxury Large TWO Bedroom + DEN Suite Apar, 2699, Apartment, 2 , 2, 1113, Yes,Yes,No
700,Ottawa, 2 Bedroom Apartment for Rent - 1300/1310 McWatters Road, 2010, Apartment, 2, 1.5, 925, No,No,No
701,Ottawa, The Edgedale - 1 Bedroom 1 Bathroom Apartment for Rent, 1319, Apartment, 1, 1, 571, No,No,No
702,Ottawa, The Cardinal - 2 Bedroom 2 Bathroom Apartment for Rent, 1729, Apartment, 2, 2, 941, No,No,No
703,Ottawa, Vista Local - 1 Bedroom 1 Bathroom Den Apartment for Rent, 1959, Apartment, 1 , 1, 726, No,Yes,No
704,Ottawa, The Cardinal - 1 Bedroom 1 Bathroom Apartment for Rent, 1329, Apartment, 1, 1, 640, No,No,No
705,Ottawa, 324 Cambridge: Apartment for rent in Centretown, 2250, Apartment, 2, 1, 1, No,No,No
706,Ottawa, 324 Cambridge: Apartment for rent in Centretown, 1745, Apartment, 1, 1, 570, No,No,No
707,Ottawa, 324 Cambridge: Apartment for rent in Centretown, 1400, Apartment, 0, 1, 315, No,No,Yes
708,Ottawa, 10th Line  - 2182 - 3B 2B Apartment for Rent, 2660, Apartment, 3, 2, 1071, Yes,No,No
709,Ottawa, 10th Line  - 2182 - 2B 2B Apartment for Rent, 2370, Apartment, 2, 2, 957, Yes,No,No
710,Ottawa, FULLY FURNISHED BASEMENT APARTMENT FOR RENT - Sept 1, 950, Basement, 1 , 2.5, 1, Yes,Yes,No
711,Ottawa, 1 Bedroom Lower Level Unit For Rent, 1550, Apartment, 1, 1, 800, Yes,No,No
712,Ottawa, Eagle Pointe - 3 Bdrm available at 800 Eagleson Rd Kanata Apart, 2660, Apartment, 3, 1, 1148, No,No,No
713,Ottawa, Eagle Pointe - 1 Bdrm available at 800 Eagleson Rd Kanata Apart, 1980, Apartment, 1, 1, 577, No,No,No
714,Ottawa, Eagle Pointe - 2 Bdrm available at 800 Eagleson Rd Kanata Apart, 2400, Apartment, 2, 1, 906, No,No,No
715,Ottawa, Walk out Apartment in quiet Country setting for rent, 1850, Basement, 2, 1, 1200, No,No,No
716,Ottawa, Apartment for Rent: 1 Bedroom D - Juliana Apartments, 1969, Apartment, 1, 1, 870, No,No,No
717,Ottawa, Apartment for Rent: 2 Bedroom Lower Unit - Faircrest Townhomes, 2359, Apartment, 2, 1, 1052, No,No,No
718,Ottawa, Bright & Spacious Studio Apartment in Centertown, 1400, Apartment, 0, 1, N/A, Yes,No,Yes
720,Ottawa, Beautifully Renovated 1-bedroom apartment located Centretown, 1739, Apartment, 1, 1, 725, No,No,No
721,Ottawa, Story of Rideau & Chapel - 2 Bed + 2 Bath Apartment for Rent, 2549, Apartment, 2, 2, 928, Yes,No,No
722,Ottawa, 2 Bedrooms Apartment for Rent - 1971 St. Laurent Boulevard, 1869, Apartment, 2, 1, 753, Yes,No,No
723,Ottawa, 2 Bedrooms Apartment for Rent - 1975 St. Laurent Boulevard, 1976, Apartment, 2, 1, 786, Yes,No,No
724,Ottawa, 1 Bedroom Apartment for Rent - 1975 St. Laurent Boulevard, 1575, Apartment, 1, 1, 535, Yes,No,No
725,Ottawa, 1 Bedroom Apartment for Rent - 190 Lees Avenue, 1845, Apartment, 1, 1, 693, No,No,No
726,Ottawa, 2 Bedrooms Apartment for Rent - 2920 Fairlea Crescent, 1861, Apartment, 2, 1, 716, No,No,No
727,Ottawa, 2 Bedrooms Apartment for Rent - 190 Lees Avenue, 2450, Apartment, 2, 1, 993, No,No,No
728,Ottawa, 1 Bedroom Apartment for Rent - 2920 Fairlea Crescent, 1610, Apartment, 1, 1, 556, No,No,No
729,Ottawa, 1 Bedroom Apartment for Rent - 1971 St. Laurent Boulevard, 1521, Apartment, 1, 1, 538, Yes,No,No
730,Ottawa, Bachelor Apartment for Rent - 851 Richmond Road, 1475, Apartment, 0, 1, 355, No,No,Yes
731,Ottawa, 1 Bedroom Apartment for Rent - 2710 Saratoga Place, 1625, Apartment, 1, 1, 639, No,No,No
732,Ottawa, 2 Bedroom Apartment for Rent - 7303/7305/7307 Campeau Drive, 2710, Apartment, 2, 2, 1190, No,No,No
733,Ottawa, Bachelor Apartment for Rent - 185/195/200 Clearview Avenue, 1480, Apartment, 0, 1, 370, No,No,Yes
734,Ottawa, 1 Bedroom Apartment for Rent - 1170 Fisher Avenue, 1599, Apartment, 1, 1, 562, No,No,No
735,Ottawa, 1 Bedroom Apartment for Rent - 1241 Kilborn Place, 1599, Apartment, 1, 1, 475, No,No,No
736,Ottawa, 1 Bedroom Apartment for Rent - 2750 Carousel Crescent, 1615, Apartment, 1, 1, 600, No,No,No
737,Ottawa, 2 Bedroom Apartment for Rent - 1170 Fisher Avenue, 1999, Apartment, 2, 1, 836, No,No,No
738,Ottawa, Bachelor Apartment for Rent - 1316 Carling Avenue, 1439, Apartment, 0, 1, 339, No,No,Yes
739,Ottawa, 2 Bedroom Apartment for Rent - 1300/1310 McWatters Road, 2010, Apartment, 2, 1.5, 925, No,No,No
740,Ottawa, 2 Bedroom Apartment for Rent - 833 Richmond Road, 2350, Apartment, 2, 2, 965, No,No,No
742,Ottawa, 3 Beds 1 Bath Apartment for Rent - Limoges Ontario, 2000, Apartment, 3, 1, 1970, No,No,No
743,Ottawa, One Bedroom Suites for Rent | The James + The Gilmour, 1823, Apartment, 1, 1, 742, No,No,No
744,Ottawa, 10th Line  - 2182 - 3B 2B Apartment for Rent, 2660, Apartment, 3, 2, 1071, Yes,No,No
745,Ottawa, RENT THE BEST - New Luxury Large ONE Bedroom + DEN Suite Apart, 2169, Apartment, 1 , 1, 807, Yes,Yes,No
746,Ottawa, One Bedroom Suites for Rent | Parkwood Hills, 1580, Apartment, 1, 1, N/A, No,No,No
747,Ottawa, Walk to Ottawa University - 1 Bedroom Apt Available For Sept, 1600, Apartment, 1, 1, N/A, Yes,No,No
748,Ottawa, 1 MONTH FREE!!: 2 & 3 BEDROOMS FOR RENT!!!, 2600, Apartment, 2, 2, Limited, No,No,No
749,Ottawa, RENT THE BEST - New Luxury Large ONE Bedroom Suite Apartment f, 2089, Apartment, 1, 1, 607, Yes,No,No
750,Ottawa, RENT THE BEST - New Luxury Large STUDIO Suite Apartment for Re, 1849, Apartment, 0, 1, 474, Yes,No,Yes
751,Ottawa, RENT THE BEST - New Luxury Large TWO Bedroom Suite Apartment f, 2549, Apartment, 2, 2, 1016, Yes,No,No
752,Ottawa, RENT THE BEST - New Luxury Large ONE Bedroom + DEN Suite Apart, 2169, Apartment, 1 , 1, 807, Yes,Yes,No
753,Ottawa, RENT THE BEST -  New Luxury Large TWO Bedroom + DEN Suite Apar, 2699, Apartment, 2 , 2, 1113, Yes,Yes,No
754,Ottawa, New Clean and Trendy Downtown Studio Apartment, 2100, Apartment, 0, 1, Limited, Yes,No,Yes
755,Ottawa, Hunterï¿½s Point Townhomes - 3 Bdrm Townhouse available at 2480-26, 2290, Apartment, 3, 1, 1776, No,No,No
756,Ottawa, Apartment for Rent Orleans 50 Prestige Circle, 2200, Apartment, 2, 1.5, N/A, No,No,No
757,Ottawa, Vista Local - 2 Bedroom 2 Bathroom Den Apartment for Rent, 2579, Apartment, 2 , 2, 1212, Yes,Yes,No
758,Ottawa, 2 bedroom apartment for rent in Carleton Place, 1600, Apartment, 2, 1, Limited, No,No,No
